Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa03050:Proteasome	12	4.477611940298507	1.124499028755005E-5	5717, 5706, 5719, 5708, 5685, 5720, 5721, 5700, 5701, 5702, 5714, 5705	172	41	2981	5.072603516732841	0.002583020554605464	0.0025863477661365116	0.002496387843836111
KEGG_PATHWAY	hsa04612:Antigen processing and presentation	11	4.104477611940299	3.4520829352248066E-5	3304, 3326, 3303, 972, 3312, 5720, 3122, 3320, 5721, 3309, 2923	172	38	2981	5.016982864137087	0.007908489831627064	0.003969895375508527	0.003831812058099535
KEGG_PATHWAY	hsa05020:Prion disease	24	8.955223880597014	7.529951898866091E-5	7277, 5880, 10381, 10383, 5685, 7280, 5706, 5717, 5708, 5719, 3304, 203068, 3303, 1432, 3312, 5700, 5701, 5702, 5714, 5879, 3309, 10963, 1537, 5705	172	171	2981	2.4324765401876784	0.017170420338293968	0.005772963122464003	0.0055721644051609075
KEGG_PATHWAY	hsa04141:Protein processing in endoplasmic reticulum	16	5.970149253731343	0.0013771977205253808	9601, 5034, 3320, 22872, 7184, 10525, 56886, 3304, 3337, 3326, 3303, 3312, 10970, 10961, 3309, 2923	172	111	2981	2.49821914938194	0.27165015773209344	0.07116089639846951	0.0686857347846097
KEGG_PATHWAY	hsa05014:Amyotrophic lateral sclerosis	25	9.328358208955224	0.0015910719497363853	5685, 7280, 5717, 5719, 203068, 598, 1432, 5216, 10452, 5714, 5879, 1537, 7277, 10381, 10383, 23435, 5706, 5708, 5700, 5701, 5702, 11258, 3309, 5705, 5903	172	223	2981	1.942981541349463	0.30666221981813324	0.07116089639846951	0.0686857347846097
KEGG_PATHWAY	hsa05012:Parkinson disease	20	7.462686567164178	0.0018563712103948566	7277, 10381, 10383, 5685, 7280, 5706, 5717, 5708, 5719, 203068, 598, 10131, 5700, 5701, 7317, 5702, 5714, 3309, 1537, 5705	172	162	2981	2.1396784381280503	0.3477727094394685	0.07116089639846951	0.0686857347846097
KEGG_PATHWAY	hsa03040:Spliceosome	15	5.597014925373134	0.00530196208578197	22827, 27316, 27258, 3183, 1665, 3304, 51691, 3303, 3312, 10594, 10992, 11157, 57819, 6426, 6626	172	115	2981	2.2606167846309404	0.7055645527076894	0.1584929972604533	0.15298019735574186
KEGG_PATHWAY	hsa00051:Fructose and mannose metabolism	6	2.2388059701492535	0.006942601837851094	5373, 7167, 226, 3098, 29926, 29925	172	22	2981	4.726744186046512	0.798580842172685	0.1584929972604533	0.15298019735574186
KEGG_PATHWAY	hsa05417:Lipid and atherosclerosis	14	5.223880597014925	0.00727030732325126	3320, 7184, 3304, 3326, 3303, 598, 335, 1432, 3929, 3312, 337, 998, 5879, 3309	172	107	2981	2.2676592045207564	0.8133049805424493	0.1584929972604533	0.15298019735574186
KEGG_PATHWAY	hsa05169:Epstein-Barr virus infection	14	5.223880597014925	0.00727030732325126	6772, 3122, 5706, 5717, 5708, 5719, 1432, 5700, 5701, 5702, 5714, 5879, 5705, 2923	172	107	2981	2.2676592045207564	0.8133049805424493	0.1584929972604533	0.15298019735574186
KEGG_PATHWAY	hsa05022:Pathways of neurodegeneration - multiple diseases	25	9.328358208955224	0.0075800998689782	5685, 7280, 5717, 5719, 203068, 598, 1432, 10131, 10452, 7317, 5714, 5879, 1537, 7277, 10381, 10383, 23435, 5706, 5708, 5700, 5701, 5702, 11258, 3309, 5705	172	251	2981	1.72623459649773	0.8262372145839958	0.1584929972604533	0.15298019735574186
KEGG_PATHWAY	hsa05203:Viral carcinogenesis	13	4.850746268656716	0.008501217548002402	7534, 27044, 1654, 1642, 998, 81, 5315, 5700, 7529, 5879, 10971, 718, 87	172	97	2981	2.3227643251018937	0.8596531712956457	0.16294000300337938	0.15727252463804445
KEGG_PATHWAY	hsa01250:Biosynthesis of nucleotide sugars	6	2.2388059701492535	0.016873442474532707	5373, 55577, 7358, 3098, 29926, 29925	172	27	2981	3.8514211886304905	0.9800396367532492	0.29853013608788637	0.2881464791804816
KEGG_PATHWAY	hsa00520:Amino sugar and nucleotide sugar metabolism	7	2.6119402985074625	0.01944992810642044	5373, 55577, 7358, 5973, 3098, 29926, 29925	172	38	2981	3.192625458996328	0.9890843789867045	0.2994155375407003	0.2890010840610238
KEGG_PATHWAY	hsa04810:Regulation of actin cytoskeleton	15	5.597014925373134	0.0195271002743935	7430, 5880, 10094, 10096, 5499, 1072, 4629, 2335, 998, 81, 4478, 5216, 5879, 8826, 87	172	134	2981	1.9400815688996875	0.9892802000240404	0.2994155375407003	0.2890010840610238
KEGG_PATHWAY	hsa05132:Salmonella infection	17	6.343283582089552	0.030223723716455993	7277, 10381, 10094, 10383, 10096, 3320, 7280, 7184, 2317, 2316, 3326, 203068, 1432, 998, 5216, 11258, 5879	172	169	2981	1.743394798403743	0.9991400804602443	0.405534213155353	0.39142867530647113
KEGG_PATHWAY	hsa04520:Adherens junction	7	2.6119402985074625	0.030608991202798336	5880, 998, 81, 52, 5879, 8826, 87	172	42	2981	2.8885658914728687	0.9992151853992103	0.405534213155353	0.39142867530647113
KEGG_PATHWAY	hsa05130:Pathogenic Escherichia coli infection	13	4.850746268656716	0.031737460159984146	7277, 4691, 7430, 10381, 10094, 10383, 10096, 7280, 4629, 203068, 1432, 998, 5879	172	116	2981	1.9423115477145145	0.9993996286732291	0.405534213155353	0.39142867530647113
KEGG_PATHWAY	hsa05322:Systemic lupus erythematosus	6	2.2388059701492535	0.037631491397986126	720, 6741, 81, 3122, 718, 87	172	33	2981	3.1511627906976747	0.9998525914266737	0.42931580346865217	0.4143830798697425
KEGG_PATHWAY	hsa00010:Glycolysis / Gluconeogenesis	7	2.6119402985074625	0.04128641249659018	10327, 5230, 7167, 3939, 226, 5315, 3098	172	45	2981	2.6959948320413436	0.9999385611641036	0.42931580346865217	0.4143830798697425
KEGG_PATHWAY	hsa05131:Shigellosis	15	5.597014925373134	0.041624572586596964	7334, 10094, 7335, 10096, 3098, 7094, 598, 1432, 998, 81, 5216, 11335, 5879, 718, 87	172	148	2981	1.7565603394091767	0.999943349455505	0.42931580346865217	0.4143830798697425
KEGG_PATHWAY	hsa05134:Legionellosis	6	2.2388059701492535	0.04214532945164524	3304, 3303, 3312, 1937, 1915, 718	172	34	2981	3.0584815321477428	0.9999500065761328	0.42931580346865217	0.4143830798697425
KEGG_PATHWAY	hsa05017:Spinocerebellar ataxia	10	3.731343283582089	0.042931580346865214	5717, 5706, 5719, 5708, 5685, 5700, 5701, 5702, 5714, 5705	172	82	2981	2.113584798638684	0.9999586108225142	0.42931580346865217	0.4143830798697425
KEGG_PATHWAY	hsa04145:Phagosome	11	4.104477611940299	0.045987861756365656	7277, 203068, 10381, 523, 10383, 3122, 526, 7280, 529, 5879, 718	172	96	2981	1.9858890503875972	0.9999801666033264	0.4407170084985042	0.4253877212463823
KEGG_PATHWAY	hsa05016:Huntington disease	17	6.343283582089552	0.04985143365383343	7277, 10381, 10383, 5685, 7280, 5706, 5717, 5708, 5719, 203068, 5700, 5701, 5702, 11258, 5714, 1537, 5705	172	180	2981	1.6368540051679585	0.9999922008189783	0.45863318961526756	0.4426807308460409
KEGG_PATHWAY	hsa04670:Leukocyte transendothelial migration	8	2.9850746268656714	0.06645535803735712	7430, 5880, 1432, 998, 81, 4478, 5879, 87	172	63	2981	2.200812107788852	0.9999998647706826	0.5878743210996976	0.5674265186266647
KEGG_PATHWAY	hsa05120:Epithelial cell signaling in Helicobacter pylori infection	6	2.2388059701492535	0.06944511445612794	1432, 523, 998, 526, 529, 5879	172	39	2981	2.6663685152057246	0.9999999353366021	0.591569493515164	0.5709931633059409
KEGG_PATHWAY	hsa04530:Tight junction	10	3.731343283582089	0.07419433404168212	4629, 7277, 7430, 10094, 10096, 998, 81, 4478, 5879, 87	172	91	2981	1.9045489394326602	0.9999999800674941	0.6094534581995317	0.5882550770447653
KEGG_PATHWAY	hsa05416:Viral myocarditis	5	1.8656716417910446	0.08949294769565515	5880, 1982, 1981, 3122, 5879	172	30	2981	2.8885658914728682	0.9999999995683198	0.7097716541379546	0.6850839444288084
KEGG_PATHWAY	hsa04657:IL-17 signaling pathway	5	1.8656716417910446	0.0983762378281472	3326, 1432, 3320, 6426, 7184	172	31	2981	2.795386346586646	0.999999999954728	0.7542178233491286	0.7279841599282892
